id,Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RISK_MM,y
382,2009-12-20,Albury,12.0,31.3,0.0,,,NNW,31.0,SSE,ESE,7.0,7.0,52.0,21.0,1018.1,1013.7,,,20.8,30.4,No,0.0,No
16697,2014-09-05,Newcastle,10.0,18.0,4.4,,,,,SW,SW,4.0,4.0,72.0,67.0,,,7.0,5.0,13.5,15.2,Yes,8.8,Yes
11504,2016-06-15,CoffsHarbour,10.6,20.4,0.1,,,S,30.0,WNW,S,2.0,17.0,91.0,64.0,1032.0,1028.9,,1.0,13.6,19.4,No,0.0,No
19267,2013-09-12,NorahHead,11.9,21.5,0.0,,,S,78.0,WNW,E,4.0,19.0,46.0,48.0,1015.5,1010.6,,,19.0,19.5,No,0.0,No
10428,2013-05-14,CoffsHarbour,15.7,22.3,0.0,1.8,1.4,N,24.0,NW,S,9.0,9.0,81.0,72.0,1013.4,1010.3,7.0,7.0,18.1,20.5,No,0.4,No
14294,2016-04-12,Moree,12.2,29.3,0.0,2.6,11.2,WNW,28.0,SE,WNW,7.0,9.0,74.0,19.0,1019.6,1016.0,1.0,1.0,20.4,28.5,No,0.0,No
22569,2014-08-04,NorfolkIsland,13.7,16.8,2.4,1.8,8.9,SSE,48.0,S,SSE,24.0,24.0,59.0,54.0,1025.8,1023.8,3.0,4.0,15.6,15.8,Yes,0.6,No
12764,2011-07-04,Moree,8.1,23.4,0.0,2.8,5.5,NNE,30.0,NE,WNW,17.0,19.0,73.0,34.0,1020.9,1016.2,6.0,3.0,13.0,23.2,No,0.2,No
4188,2012-06-03,BadgerysCreek,12.7,15.3,16.0,,,WSW,15.0,SW,SE,6.0,2.0,100.0,91.0,1014.9,1010.7,,,13.4,15.0,Yes,0.2,No
13498,2013-09-16,Moree,15.8,18.8,1.0,7.6,0.0,NW,76.0,NE,NE,17.0,28.0,93.0,89.0,1014.2,1008.2,8.0,8.0,16.0,17.5,No,23.6,Yes
17966,2009-10-11,NorahHead,12.3,19.9,11.8,,,NNE,48.0,SSE,SSE,9.0,7.0,85.0,70.0,1024.9,1020.0,,,15.8,16.6,Yes,0.8,No
9538,2010-09-05,CoffsHarbour,18.3,27.9,13.8,1.2,10.3,N,50.0,NNW,NNW,26.0,30.0,45.0,30.0,1014.7,1011.2,1.0,4.0,23.0,27.4,Yes,0.0,No
9198,2009-09-30,CoffsHarbour,10.1,24.7,0.0,4.4,11.1,NE,52.0,NW,NE,24.0,31.0,49.0,61.0,1019.2,1015.0,0.0,0.0,21.9,21.9,No,0.0,No
24994,2013-03-08,Penrith,15.8,29.0,0.0,,,ESE,26.0,SE,NNE,7.0,11.0,89.0,44.0,,,,,20.6,28.4,No,0.0,No
11857,2017-06-03,CoffsHarbour,13.1,21.1,0.0,,,SW,41.0,SW,SSW,24.0,28.0,67.0,59.0,1027.9,1025.4,3.0,2.0,17.5,19.5,No,0.0,No
20202,2016-05-06,NorahHead,14.1,25.3,0.0,,,W,17.0,WNW,NE,7.0,9.0,67.0,53.0,1019.5,1017.3,,,18.4,22.2,No,0.0,No
12005,2009-05-06,Moree,9.1,25.1,0.0,4.8,10.1,E,33.0,E,S,17.0,9.0,51.0,27.0,1026.9,1021.7,1.0,5.0,18.3,24.0,No,0.0,No
18391,2011-01-10,NorahHead,21.3,25.3,3.2,,,ENE,46.0,ENE,E,26.0,20.0,80.0,82.0,1015.9,1014.5,,,23.7,24.1,Yes,2.4,Yes
5060,2015-01-04,BadgerysCreek,19.3,34.8,0.0,,,SSE,46.0,NNW,SW,2.0,6.0,73.0,49.0,1015.8,1011.6,,,25.3,28.9,No,14.2,Yes
21957,2012-10-02,NorfolkIsland,14.3,18.7,2.6,3.0,10.4,SSW,37.0,SSE,SSE,20.0,24.0,49.0,69.0,1022.4,1021.1,2.0,5.0,16.9,15.2,Yes,1.4,Yes
17260,2016-04-09,Newcastle,13.2,25.2,1.0,,,,,,,,,,,,,,,,,No,0.0,No
5894,2017-05-12,BadgerysCreek,8.5,19.8,0.0,,,SW,20.0,SW,S,15.0,2.0,80.0,62.0,1027.4,1024.5,,,13.7,18.6,No,0.0,No
7240,2012-08-28,Cobar,4.9,21.4,0.0,3.4,,NNE,30.0,NNE,N,11.0,17.0,43.0,14.0,1024.1,1018.4,2.0,1.0,13.5,21.1,No,0.0,No
3152,2009-05-22,BadgerysCreek,13.7,18.6,5.0,,,ESE,48.0,SE,ESE,19.0,15.0,72.0,85.0,1023.9,1021.2,,,17.0,17.2,Yes,15.8,Yes
15505,2011-01-17,Newcastle,19.9,34.5,0.0,,,,,,,0.0,,73.0,,,,0.0,,23.8,,No,0.2,No
6316,2010-01-14,Cobar,20.5,34.8,0.0,14.2,11.9,SW,35.0,S,SW,11.0,19.0,36.0,22.0,1014.2,1011.7,4.0,1.0,22.5,32.8,No,0.0,No
24567,2011-11-06,Penrith,15.4,33.7,0.0,,,NW,33.0,NW,NW,6.0,15.0,80.0,36.0,,,,,21.6,30.8,No,0.0,No
15510,2011-01-22,Newcastle,18.7,29.6,0.0,,,,,NE,SE,4.0,7.0,62.0,38.0,,,1.0,1.0,24.6,28.8,No,0.0,No
6053,2009-04-25,Cobar,12.7,23.4,0.6,5.0,10.6,NW,46.0,WSW,WNW,13.0,24.0,64.0,36.0,1010.3,1006.0,1.0,5.0,17.1,21.9,No,1.0,No
3428,2010-03-12,BadgerysCreek,14.5,24.3,0.0,,,ENE,35.0,SSE,ESE,13.0,17.0,66.0,50.0,1036.2,1034.9,,,19.2,23.9,No,0.0,No
6009,2009-03-12,Cobar,21.6,32.2,0.0,11.2,5.8,NNE,48.0,ENE,N,28.0,20.0,54.0,35.0,1016.2,1013.2,6.0,5.0,23.9,31.2,No,9.2,Yes
11049,2015-03-16,CoffsHarbour,18.0,25.4,1.8,,,SW,43.0,SW,S,28.0,24.0,66.0,57.0,1015.6,1014.6,2.0,3.0,21.3,23.9,Yes,0.0,No
14360,2016-06-17,Moree,11.5,21.7,0.0,3.8,,NNE,43.0,NNE,N,28.0,24.0,73.0,52.0,1021.0,1017.0,,5.0,15.8,21.0,No,2.9,Yes
4416,2013-03-19,BadgerysCreek,9.5,25.3,0.0,,,E,30.0,SW,ENE,9.0,7.0,70.0,39.0,1024.4,1022.3,,,16.2,24.2,No,0.0,No
19544,2014-06-29,NorahHead,10.3,15.3,0.0,,,SSW,56.0,WNW,W,19.0,13.0,47.0,45.0,1005.7,1006.5,,,12.4,14.4,No,0.0,No
13243,2012-11-03,Moree,12.6,29.0,0.0,11.0,7.1,NNE,43.0,NE,N,30.0,13.0,50.0,27.0,1015.5,1013.0,6.0,7.0,20.6,27.2,No,0.0,No
20213,2016-05-17,NorahHead,16.1,27.1,0.0,,,NW,20.0,WNW,ENE,11.0,17.0,61.0,69.0,1017.2,1014.8,,,19.2,22.9,No,0.0,No
12542,2010-10-25,Moree,10.5,25.2,12.4,2.4,11.8,W,30.0,ESE,WNW,7.0,17.0,84.0,42.0,1018.3,1015.5,3.0,2.0,17.4,24.2,Yes,0.0,No
21136,2010-06-03,NorfolkIsland,15.6,20.7,0.0,2.0,6.3,ESE,26.0,,SE,0.0,17.0,83.0,70.0,1021.0,1019.0,7.0,3.0,18.8,20.1,No,0.0,No
16250,2013-06-08,Newcastle,11.2,18.0,1.0,,,,,,SE,0.0,4.0,97.0,64.0,,,7.0,6.0,14.4,17.5,No,0.4,No
12210,2009-11-27,Moree,24.7,36.6,0.0,14.4,11.7,NW,43.0,NNW,NW,28.0,20.0,48.0,30.0,1013.4,1009.0,3.0,6.0,28.6,35.1,No,0.0,No
16462,2014-01-06,Newcastle,18.4,30.2,0.0,,,,,SW,SE,9.0,28.0,34.0,30.0,,,1.0,0.0,27.1,27.6,No,0.0,No
4307,2012-10-02,BadgerysCreek,8.0,22.8,0.0,,,E,24.0,W,E,7.0,7.0,56.0,32.0,1032.9,1028.2,,,17.3,22.4,No,0.0,No
20753,2009-05-16,NorfolkIsland,15.3,21.7,0.0,4.6,8.1,NE,37.0,ENE,NE,11.0,26.0,72.0,70.0,1018.2,1015.0,4.0,5.0,19.7,20.0,No,3.6,Yes
19418,2014-02-22,NorahHead,20.0,25.6,0.0,,,SSE,37.0,S,SSE,20.0,22.0,64.0,61.0,1019.7,1019.1,,,22.8,24.5,No,0.4,No
20237,2016-06-10,NorahHead,13.9,21.5,0.0,,,NW,22.0,WNW,NW,7.0,9.0,67.0,54.0,1017.6,1017.1,,,16.7,20.2,No,0.0,No
23853,2009-09-01,Penrith,5.6,23.4,0.0,,,S,28.0,SW,NNE,2.0,9.0,53.0,29.0,,,,,13.7,21.9,No,0.0,No
15904,2012-04-11,Newcastle,13.2,19.8,0.0,,,,,,,,,,,,,,,,,No,28.6,Yes
12856,2011-10-05,Moree,9.2,18.2,0.0,5.6,0.3,NE,35.0,NE,NE,28.0,20.0,68.0,60.0,1020.0,1016.6,7.0,8.0,14.6,17.3,No,5.0,Yes
20007,2015-10-23,NorahHead,14.5,19.8,18.4,,,SSW,67.0,S,S,22.0,26.0,84.0,57.0,1021.2,1021.0,,,16.6,19.4,Yes,0.2,No
19383,2014-01-18,NorahHead,18.4,24.8,0.2,,,N,48.0,N,N,13.0,35.0,79.0,74.0,1013.1,1009.7,,,21.6,23.5,No,0.0,No
9001,2009-03-16,CoffsHarbour,19.5,24.9,0.8,4.2,2.8,NNW,31.0,WSW,NNW,13.0,7.0,67.0,77.0,1010.3,1008.6,3.0,7.0,23.4,21.2,No,1.4,Yes
14815,2009-02-20,Newcastle,21.0,29.6,2.6,,,,,,SE,0.0,7.0,86.0,70.0,,,7.0,2.0,23.0,28.0,Yes,0.0,No
12138,2009-09-16,Moree,15.3,30.5,0.0,8.0,11.1,NNE,39.0,NNE,N,26.0,24.0,46.0,20.0,1020.7,1016.3,1.0,1.0,22.4,30.0,No,0.0,No
5347,2015-10-20,BadgerysCreek,15.4,32.7,0.0,,,WNW,41.0,WNW,NNW,2.0,6.0,76.0,33.0,,,,,21.9,31.6,No,5.4,Yes
8743,2016-12-21,Cobar,19.0,33.0,0.6,13.0,,SW,35.0,SSE,S,15.0,15.0,,,1013.8,1012.1,1.0,,23.5,31.1,No,0.0,No
9041,2009-04-26,CoffsHarbour,13.0,27.8,0.0,3.8,10.5,N,37.0,N,NW,15.0,15.0,50.0,32.0,1007.3,1003.6,1.0,1.0,21.9,27.1,No,0.0,No
18743,2012-01-30,NorahHead,20.8,28.2,2.2,,,NE,54.0,NNE,N,22.0,33.0,95.0,70.0,1003.5,1000.1,,,21.3,27.3,Yes,0.2,No
4439,2013-04-11,BadgerysCreek,10.3,26.8,0.4,,,ESE,15.0,N,E,4.0,6.0,82.0,36.0,1023.6,1021.1,,,17.4,26.5,No,0.0,No
9120,2009-07-14,CoffsHarbour,10.1,17.5,0.0,2.2,9.1,WNW,35.0,SSW,E,15.0,13.0,65.0,46.0,1009.6,1007.2,2.0,2.0,14.4,17.1,No,0.0,No
8214,2015-06-29,Cobar,2.2,16.3,0.4,0.2,,ESE,19.0,ESE,WNW,11.0,6.0,88.0,47.0,1031.8,1028.8,1.0,1.0,6.1,15.8,No,0.0,No
12238,2009-12-25,Moree,22.9,35.6,0.0,13.6,5.0,NE,56.0,NNE,NNE,31.0,30.0,60.0,28.0,1011.1,1006.4,6.0,7.0,25.3,33.6,No,0.0,No
18201,2010-06-24,NorahHead,12.0,17.8,3.2,,,NNW,31.0,SW,ENE,7.0,7.0,89.0,69.0,1031.1,1027.3,,,12.3,16.8,Yes,0.0,No
21550,2011-08-22,NorfolkIsland,15.2,17.6,3.2,1.4,0.0,E,72.0,E,E,35.0,37.0,85.0,87.0,1026.5,1026.2,8.0,8.0,16.5,16.3,Yes,51.8,Yes
1515,2013-05-11,Albury,5.7,23.4,0.0,,,SE,24.0,,SSE,0.0,13.0,81.0,39.0,1030.5,1025.1,,,12.6,23.1,No,0.0,No
12020,2009-05-21,Moree,12.9,17.3,8.8,4.8,0.0,ESE,41.0,S,ESE,11.0,20.0,94.0,82.0,1013.7,1010.7,8.0,7.0,13.6,15.4,Yes,7.4,Yes
5819,2017-02-26,BadgerysCreek,17.2,24.7,32.6,,,ESE,28.0,SSW,S,9.0,15.0,93.0,68.0,1022.4,1021.8,,,20.2,23.0,Yes,2.0,Yes
21839,2012-06-06,NorfolkIsland,17.1,21.1,4.2,4.2,6.4,WNW,80.0,WNW,WNW,37.0,31.0,71.0,71.0,1002.4,1002.1,6.0,5.0,19.5,18.3,Yes,8.4,Yes
20023,2015-11-08,NorahHead,15.7,20.3,5.6,,,S,54.0,WSW,S,13.0,24.0,96.0,84.0,1019.9,1019.6,,,16.0,18.3,Yes,1.6,Yes
8058,2015-01-24,Cobar,24.2,36.3,0.0,9.6,,NW,50.0,N,WSW,19.0,13.0,53.0,29.0,1005.8,1002.0,3.0,6.0,27.0,34.3,No,1.8,Yes
10429,2013-05-15,CoffsHarbour,10.7,19.9,0.4,1.2,7.5,W,20.0,WSW,ENE,15.0,6.0,63.0,53.0,1014.9,1012.2,1.0,6.0,16.8,18.9,No,0.0,No
7355,2013-01-23,Cobar,22.6,38.5,0.0,10.8,,E,48.0,N,SE,13.0,11.0,43.0,18.0,1010.8,1007.2,1.0,6.0,29.5,37.0,No,0.0,No
20504,2017-03-04,NorahHead,20.6,23.3,27.8,,,SE,65.0,S,S,35.0,44.0,98.0,97.0,1013.4,1011.2,,,22.1,23.0,Yes,3.6,Yes
18130,2010-04-11,NorahHead,18.2,28.3,0.0,,,WNW,41.0,NW,WNW,9.0,11.0,69.0,43.0,1009.0,1006.1,,,23.8,27.4,No,0.0,No
2530,2016-02-26,Albury,14.9,31.2,0.2,,,WNW,33.0,,W,0.0,19.0,51.0,19.0,1015.8,1014.7,,,21.5,29.9,No,0.0,No
24248,2010-11-04,Penrith,13.4,19.3,0.0,,,SSW,31.0,SSW,SSE,13.0,13.0,77.0,69.0,,,,,15.2,17.4,No,17.4,Yes
6950,2011-11-12,Cobar,16.4,32.2,0.0,23.3,,SW,28.0,ESE,SW,13.0,19.0,26.0,13.0,1018.0,1013.9,7.0,7.0,24.4,30.9,No,0.0,No
596,2010-07-28,Albury,2.1,12.6,0.0,,,ESE,15.0,N,ESE,4.0,6.0,80.0,67.0,1027.8,1022.3,,8.0,5.8,12.2,No,6.2,Yes
6241,2009-10-31,Cobar,19.6,33.4,0.0,8.8,11.8,E,31.0,NNE,W,13.0,4.0,46.0,24.0,1021.7,1018.6,2.0,3.0,25.3,32.2,No,0.0,No
20545,2017-04-14,NorahHead,15.7,23.8,0.4,,,S,28.0,W,SSE,7.0,13.0,78.0,56.0,1022.0,1019.0,,,18.5,22.5,No,0.2,No
20139,2016-03-04,NorahHead,20.6,29.2,0.2,,,NE,26.0,N,NE,13.0,19.0,93.0,69.0,1021.8,1020.2,,,23.2,28.1,No,0.0,No
4141,2012-04-17,BadgerysCreek,14.1,20.9,0.0,,,S,37.0,SW,S,11.0,19.0,81.0,69.0,1023.8,1021.0,,,17.8,20.2,No,31.8,Yes
12826,2011-09-04,Moree,7.7,21.9,0.0,4.6,11.0,NNE,41.0,NE,NE,30.0,11.0,,,1029.0,1024.8,3.0,2.0,16.1,21.5,No,0.0,No
8770,2017-01-17,Cobar,27.1,43.4,0.0,,,NNW,54.0,N,NW,24.0,13.0,35.0,18.0,1011.2,1007.8,,3.0,34.9,39.7,No,0.0,No
20172,2016-04-06,NorahHead,19.5,28.6,0.0,,,NNE,39.0,NNE,NE,13.0,31.0,79.0,82.0,1016.2,1012.4,,,24.4,23.4,No,0.0,No
20934,2009-11-13,NorfolkIsland,15.7,21.2,0.0,4.6,10.6,S,31.0,SSW,SW,19.0,20.0,64.0,51.0,1018.1,1017.0,2.0,1.0,19.6,20.0,No,0.0,No
22560,2014-07-26,NorfolkIsland,13.1,18.1,0.0,3.6,8.2,SSE,35.0,SSE,SE,13.0,15.0,66.0,56.0,1030.1,1027.0,2.0,4.0,15.6,16.6,No,0.0,No
16710,2014-09-18,Newcastle,9.2,20.0,0.0,,,,,,SE,0.0,19.0,46.0,39.0,,,0.0,2.0,16.6,17.6,No,0.0,No
8215,2015-06-30,Cobar,6.1,16.3,0.0,,,SW,20.0,SE,SSW,9.0,13.0,78.0,55.0,1028.3,1025.9,6.0,5.0,9.5,15.5,No,0.0,No
317,2009-10-16,Albury,4.1,16.6,6.8,,,W,39.0,W,WNW,15.0,19.0,77.0,56.0,1016.0,1016.2,,4.0,8.8,14.9,Yes,0.0,No
19507,2014-05-22,NorahHead,14.7,24.7,0.0,,,W,19.0,NW,NNW,7.0,11.0,74.0,54.0,1023.3,1019.0,,,18.2,22.7,No,0.0,No
15248,2010-04-29,Newcastle,13.3,25.0,0.0,,,,,SW,NW,9.0,9.0,54.0,34.0,,,1.0,0.0,18.8,24.4,No,0.0,No
15151,2010-01-22,Newcastle,21.6,39.0,0.0,,,,,SE,NE,2.0,7.0,79.0,25.0,,,2.0,1.0,25.7,38.0,No,0.0,No
15931,2012-05-08,Newcastle,7.0,22.6,0.0,,,,,NW,,4.0,0.0,79.0,46.0,,,0.0,0.0,14.4,22.0,No,0.0,No
2851,2017-01-12,Albury,14.5,35.0,0.0,,,S,20.0,SE,SSE,6.0,9.0,57.0,20.0,1010.6,1007.5,,,22.4,32.8,No,0.0,No
19264,2013-09-09,NorahHead,17.5,25.2,0.0,,,NNE,31.0,N,NNE,7.0,20.0,81.0,88.0,1021.1,1014.5,,,20.1,19.6,No,0.0,No
18457,2011-03-17,NorahHead,21.0,24.1,0.4,,,SSW,33.0,SSW,NNE,13.0,2.0,89.0,88.0,1018.9,1017.2,,,22.5,22.9,No,0.6,No
7703,2014-02-03,Cobar,24.7,39.5,0.0,14.2,,E,39.0,NE,SW,19.0,9.0,20.0,17.0,1009.9,1007.2,3.0,6.0,30.9,37.4,No,0.0,No
9562,2010-09-29,CoffsHarbour,14.6,21.9,6.6,3.8,8.1,S,52.0,S,SSE,20.0,28.0,48.0,52.0,1013.2,1013.6,0.0,7.0,21.0,19.4,Yes,0.2,No
10536,2013-08-30,CoffsHarbour,15.4,24.3,0.0,1.0,,NNE,57.0,N,NE,28.0,39.0,58.0,67.0,1021.8,1015.9,6.0,0.0,20.8,21.3,No,0.0,No
14829,2009-03-06,Newcastle,12.4,24.8,0.0,,,,,,,0.0,0.0,78.0,57.0,,,1.0,4.0,17.4,22.6,No,0.0,No
8277,2015-08-31,Cobar,2.5,16.3,0.0,3.2,,SSW,30.0,SSW,SW,9.0,17.0,71.0,40.0,1021.1,1017.7,0.0,0.0,9.4,15.6,No,0.0,No
5236,2015-06-30,BadgerysCreek,3.4,17.5,0.2,,,NNE,15.0,,N,0.0,9.0,100.0,65.0,1029.7,1024.8,,,7.0,16.8,No,0.8,No
24200,2010-09-07,Penrith,5.4,18.8,0.0,,,SSW,31.0,SSW,SSE,4.0,19.0,61.0,38.0,,,,,13.5,16.6,No,0.0,No
6434,2010-05-12,Cobar,3.5,15.7,0.0,4.6,10.0,SSW,31.0,S,S,9.0,13.0,54.0,28.0,1023.6,1022.2,,0.0,9.3,15.2,No,0.0,No
23946,2009-12-06,Penrith,17.4,31.4,0.0,,,E,37.0,SW,NE,6.0,15.0,74.0,39.0,,,,,21.1,30.2,No,0.0,No
4247,2012-08-01,BadgerysCreek,3.2,15.8,0.0,,,S,37.0,WSW,SSW,9.0,13.0,72.0,40.0,1022.9,1019.5,,,9.4,15.2,No,0.0,No
15749,2011-10-28,Newcastle,14.7,24.4,0.0,,,,,NE,NE,6.0,9.0,66.0,56.0,,,5.0,5.0,19.8,24.0,No,0.0,No
4993,2014-10-28,BadgerysCreek,9.5,28.1,0.0,,,WNW,48.0,W,WSW,11.0,22.0,37.0,21.0,1012.4,1008.7,,,20.3,26.9,No,0.0,No
3760,2011-02-27,BadgerysCreek,16.6,29.5,0.0,,,E,26.0,WNW,N,6.0,13.0,90.0,54.0,1009.6,1007.9,,,20.5,27.8,No,0.4,No
8585,2016-07-07,Cobar,7.6,13.6,0.0,,,SW,31.0,SW,SW,13.0,11.0,84.0,73.0,1020.4,1018.8,7.0,4.0,9.8,13.2,No,0.0,No
15630,2011-06-26,Newcastle,6.0,20.0,0.0,,,,,,,0.0,,85.0,,,,0.0,,11.0,,No,0.0,No
7932,2014-09-20,Cobar,5.5,21.5,0.0,3.6,,SSE,33.0,SSE,S,17.0,19.0,30.0,13.0,1025.1,1021.8,0.0,1.0,14.9,20.6,No,0.0,No
11673,2016-12-01,CoffsHarbour,17.9,26.7,0.1,,,NNE,44.0,NE,NNE,19.0,30.0,63.0,80.0,1009.5,1007.9,6.0,8.0,23.6,23.6,No,2.6,Yes
6716,2011-02-18,Cobar,21.7,35.5,0.0,6.8,,NNE,44.0,NE,NE,15.0,13.0,63.0,35.0,1011.0,1007.8,2.0,7.0,27.1,33.6,No,0.0,No
8190,2015-06-05,Cobar,6.7,13.4,0.0,3.0,,WNW,31.0,SW,SW,17.0,13.0,84.0,65.0,1022.1,1022.9,1.0,7.0,9.4,13.0,No,0.0,No
15606,2011-06-02,Newcastle,13.2,20.2,4.0,,,,,,SW,0.0,6.0,87.0,66.0,,,6.0,4.0,16.4,18.6,Yes,0.4,No
3565,2010-08-11,BadgerysCreek,6.9,16.5,6.2,,,NW,67.0,NNW,NW,11.0,37.0,81.0,42.0,1009.4,1003.6,,,10.6,15.5,Yes,0.0,No
18012,2009-12-05,NorahHead,18.5,24.2,0.0,,,SSE,33.0,SSW,ESE,20.0,22.0,75.0,68.0,1015.3,1012.5,,,19.7,22.4,No,0.2,No
10329,2013-01-06,CoffsHarbour,19.0,27.3,0.0,7.0,7.6,E,30.0,WSW,E,9.0,17.0,66.0,60.0,1020.3,1019.7,6.0,2.0,25.7,26.8,No,1.2,Yes
20071,2015-12-26,NorahHead,18.8,24.2,0.6,,,NE,43.0,NE,NNE,24.0,28.0,87.0,92.0,1009.9,1005.9,,,21.7,22.0,No,6.8,Yes
21859,2012-06-26,NorfolkIsland,11.9,18.7,0.0,3.0,9.7,WSW,20.0,,W,0.0,11.0,48.0,48.0,1024.6,1023.0,1.0,3.0,17.6,17.8,No,0.6,No
22676,2014-11-19,NorfolkIsland,17.2,22.6,0.0,5.4,12.7,SSW,33.0,SSE,S,17.0,22.0,63.0,60.0,1019.7,1018.7,4.0,2.0,19.9,21.2,No,0.0,No
1921,2014-06-23,Albury,5.8,12.2,0.0,,,NNE,52.0,NNE,N,20.0,28.0,80.0,86.0,1011.3,1003.0,8.0,8.0,11.9,11.9,No,8.6,Yes
2687,2016-08-01,Albury,9.6,11.8,3.8,,,N,33.0,,N,0.0,22.0,100.0,92.0,1017.0,1012.3,8.0,6.0,10.6,11.5,Yes,21.0,Yes
13346,2013-04-17,Moree,11.7,28.4,0.0,5.2,9.7,W,35.0,NNE,WNW,13.0,15.0,61.0,23.0,1014.8,1011.1,1.0,6.0,20.8,27.8,No,0.0,No
9812,2011-07-06,CoffsHarbour,3.3,17.0,0.0,3.2,9.6,WNW,33.0,NNW,ENE,9.0,11.0,49.0,42.0,1014.3,1010.9,0.0,1.0,14.1,16.5,No,0.0,No
13883,2014-11-25,Moree,21.6,30.6,0.0,13.2,2.0,SW,39.0,S,SW,20.0,22.0,46.0,45.0,1014.1,1013.5,7.0,7.0,27.7,29.7,No,0.0,No
8417,2016-01-20,Cobar,25.6,40.5,0.0,14.6,,NW,54.0,N,NNW,22.0,26.0,26.0,22.0,1012.5,1007.7,6.0,7.0,31.0,37.2,No,8.0,Yes
15094,2009-11-26,Newcastle,18.3,31.0,0.0,,,,,,NE,0.0,2.0,76.0,58.0,,,4.0,1.0,23.5,29.5,No,2.0,Yes
12913,2011-12-01,Moree,20.1,24.8,7.0,6.6,5.7,SSW,41.0,SSW,SE,13.0,15.0,89.0,91.0,1013.8,1013.1,7.0,7.0,20.6,19.7,Yes,2.0,Yes
15122,2009-12-24,Newcastle,19.7,33.5,0.0,,,,,,NE,0.0,19.0,54.0,53.0,,,,5.0,26.2,31.0,No,0.0,No
8617,2016-08-08,Cobar,3.8,19.5,0.0,0.8,,NNW,17.0,ENE,W,7.0,7.0,77.0,28.0,1025.0,1021.7,,,11.5,18.8,No,0.0,No
14501,2016-11-05,Moree,13.1,33.0,0.0,,,WSW,67.0,NNW,WSW,15.0,35.0,31.0,14.0,1010.7,1008.2,,,23.7,31.3,No,0.0,No
10560,2013-09-23,CoffsHarbour,11.9,27.8,0.0,3.6,11.2,NE,46.0,NNW,NE,28.0,35.0,62.0,60.0,1015.8,1010.4,1.0,1.0,21.5,23.7,No,0.0,No
23000,2015-10-09,NorfolkIsland,15.3,19.2,0.0,6.8,4.4,SE,52.0,SE,SE,26.0,24.0,52.0,47.0,1029.9,1027.6,7.0,,16.5,17.9,No,0.0,No
10595,2013-10-28,CoffsHarbour,15.6,25.7,0.0,6.0,7.8,NNE,61.0,NNW,NE,24.0,44.0,61.0,61.0,1021.1,1014.8,6.0,1.0,21.8,23.9,No,0.0,No
